chrom	start	end	har_coord	category	nearest_gene	distance_to_gene
chr13	74305761	74306187	chr13:74305761-74306187	intronic	RP11-512C24.4	0
chr13	74679890	74680351	chr13:74679890-74680351	intergenic_proximal	LINC00347	114446
chr13	74837697	74837835	chr13:74837697-74837835	intergenic_proximal	RIOK3P1	7618
chr13	74966637	74966994	chr13:74966637-74966994	intergenic_proximal	RIOK3P1	136558
chr13	76165390	76165601	chr13:76165390-76165601	intergenic_proximal	RN7SL571P	30166
chr13	76489238	76489541	chr13:76489238-76489541	intergenic_proximal	RP11-19D22.1	63266
chr13	78547097	78547636	chr13:78547097-78547636	intronic	OBI1-AS1	0
chr13	78998334	78998791	chr13:78998334-78998791	intergenic_proximal	CCT5P2	87793
chr13	79848244	79848463	chr13:79848244-79848463	intergenic_proximal	LINC00382	24123
chr13	81972336	81972651	chr13:81972336-81972651	intergenic_proximal	PTMAP5	281265
chr13	83387880	83387903	chr13:83387880-83387903	intergenic_proximal	RNU6-67P	89714
chr13	83690188	83690344	chr13:83690188-83690344	intergenic_proximal	RP11-275O3.1	35400
chr13	84292659	84292901	chr13:84292659-84292901	intronic	RP11-120L14.1	0
chr13	84547528	84547868	chr13:84547528-84547868	intergenic_proximal	LINC00333	14496
chr13	87153453	87153663	chr13:87153453-87153663	intergenic_proximal	UBBP5	65341
chr13	88107522	88107731	chr13:88107522-88107731	intergenic_proximal	LINC00373	35136
chr13	89181090	89181272	chr13:89181090-89181272	promoter_proximal	LINC00440	52
chr13	90485258	90485771	chr13:90485258-90485771	intergenic_proximal	LINC01049	7516
chr13	91195622	91195910	chr13:91195622-91195910	intergenic_proximal	LINC00379	64216
chr13	92320422	92320600	chr13:92320422-92320600	intronic	GPC5	0
chr13	92807463	92807660	chr13:92807463-92807660	intronic	GPC5	0
chr13	93709549	93709696	chr13:93709549-93709696	intronic	GPC6	0
chr13	93777897	93778143	chr13:93777897-93778143	intronic	GPC6	0
chr13	93806801	93807034	chr13:93806801-93807034	intronic	GPC6	0
chr13	93853941	93854137	chr13:93853941-93854137	intronic	GPC6	0
chr13	94236043	94236075	chr13:94236043-94236075	intronic	GPC6	0
chr13	94828332	94828548	chr13:94828332-94828548	intergenic_proximal	SOX21-AS1	24903
chr13	94947515	94947693	chr13:94947515-94947693	intergenic_proximal	LINC00557	12348
chr13	94947886	94948541	chr13:94947886-94948541	intergenic_proximal	LINC00557	11500
chr13	95778712	95779102	chr13:95778712-95779102	intronic	DNAJC3	0
chr13	96325752	96326059	chr13:96325752-96326059	intronic	HS6ST3	0
chr13	96555621	96555936	chr13:96555621-96555936	intronic	HS6ST3	0
chr13	96559598	96560028	chr13:96559598-96560028	intronic	HS6ST3	0
chr13	96610629	96611011	chr13:96610629-96611011	intronic	HS6ST3	0
chr13	96621889	96622066	chr13:96621889-96622066	intronic	HS6ST3	0
chr13	96667280	96667606	chr13:96667280-96667606	intronic	HS6ST3	0
chr13	96769836	96770182	chr13:96769836-96770182	intronic	HS6ST3	0
chr13	96809149	96809312	chr13:96809149-96809312	intronic	HS6ST3	0
chr13	96844251	96844504	chr13:96844251-96844504	intergenic_proximal	HS6ST3	4690
chr13	97060563	97060871	chr13:97060563-97060871	intergenic_proximal	OXGR1	65834
chr13	97273402	97273554	chr13:97273402-97273554	intronic	MBNL2	0
chr13	99190588	99190775	chr13:99190588-99190775	promoter_proximal	UBAC2-AS1	0
chr13	99743071	99743396	chr13:99743071-99743396	intronic	CLYBL	0
chr13	99926058	99926373	chr13:99926058-99926373	intronic	RP11-134O15.3	0
chr13	100473754	100474270	chr13:100473754-100474270	intronic	PCCA	0
chr13	100636708	100636759	chr13:100636708-100636759	exonic	TMTC4	0
chr13	101720920	101720966	chr13:101720920-101720966	exonic	FGF14	0
chr13	102945390	102945701	chr13:102945390-102945701	intergenic_proximal	RP11-255P5.3	41391
chr13	103143653	103143680	chr13:103143653-103143680	intergenic_proximal	SLC10A2	77237
chr13	103248540	103248930	chr13:103248540-103248930	intergenic_proximal	RP11-123H22.2	94730
chr13	103690036	103690461	chr13:103690036-103690461	intergenic_proximal	ATP6V1G1P7	245069
chr13	104144174	104144430	chr13:104144174-104144430	intergenic_proximal	RP11-78L19.1	9918
chr13	104790449	104790599	chr13:104790449-104790599	intergenic_proximal	RPL7P45	23728
chr13	104812703	104812845	chr13:104812703-104812845	promoter_proximal	RPL7P45	1482
chr13	105003471	105003703	chr13:105003471-105003703	intergenic_proximal	RPL7P45	188403
chr13	105017434	105017842	chr13:105017434-105017842	intergenic_proximal	RPL7P45	202366
chr13	105705355	105705470	chr13:105705355-105705470	intronic	LINC00343	0
chr13	106183839	106183986	chr13:106183839-106183986	intergenic_proximal	RNA5SP38	28350
chr13	106294649	106294777	chr13:106294649-106294777	intronic	RP11-358P11.1	0
chr13	106349372	106349742	chr13:106349372-106349742	intronic	RP11-358P11.1	0
chr13	106623132	106623374	chr13:106623132-106623374	intronic	LINC00551	0
chr13	111607641	111607717	chr13:111607641-111607717	intronic	RP11-65D24.2	0
chr13	111611716	111611819	chr13:111611716-111611819	intronic	RP11-65D24.2	0
chr13	111984998	111985165	chr13:111984998-111985165	intergenic_proximal	ENSG10010137961.1	66913
chr14	20722225	20723059	chr14:20722225-20723059	promoter_proximal	RANBP20P	0
chr14	21081667	21081744	chr14:21081667-21081744	exonic	ARHGEF40	0
chr14	22520356	22520568	chr14:22520356-22520568	promoter_proximal	TRAJ23	0
chr14	23371661	23371797	chr14:23371661-23371797	promoter_proximal	IL25	1012
chr14	24007062	24007204	chr14:24007062-24007204	promoter_proximal	DHRS4-AS1	0
chr14	25629835	25630016	chr14:25629835-25630016	intergenic_proximal	LINC02306	17288
chr14	25895836	25895917	chr14:25895836-25895917	intronic	LINC02306	0
chr14	25995826	25995868	chr14:25995826-25995868	intronic	LINC02306	0
chr14	26124993	26125274	chr14:26124993-26125274	intronic	LINC02306	0
chr14	26173724	26174396	chr14:26173724-26174396	intergenic_proximal	LINC02306	30420
chr14	26825796	26825999	chr14:26825796-26825999	intronic	RP11-384J4.2	0
chr14	27840255	27840811	chr14:27840255-27840811	intronic	CTD-3006G17.2	0
chr14	28087909	28087925	chr14:28087909-28087925	intergenic_proximal	BNIP3P1	176465
chr14	28130476	28131271	chr14:28130476-28131271	intergenic_proximal	BNIP3P1	133119
chr14	28575135	28575463	chr14:28575135-28575463	intergenic_proximal	LINC02300	16760
chr14	29795989	29796333	chr14:29795989-29796333	intronic	PRKD1	0
chr14	30134917	30135411	chr14:30134917-30135411	intronic	PRKD1	0
chr14	31100104	31100271	chr14:31100104-31100271	exonic	AP4S1	0
chr14	31410830	31411068	chr14:31410830-31411068	intronic	HEATR5A	0
chr14	31877154	31877684	chr14:31877154-31877684	intergenic_proximal	NUBPL	15931
chr14	32641925	32642197	chr14:32641925-32642197	intronic	AKAP6	0
chr14	32711134	32711424	chr14:32711134-32711424	intronic	AKAP6	0
chr14	32727966	32728178	chr14:32727966-32728178	intronic	AKAP6	0
chr14	32734197	32734400	chr14:32734197-32734400	exonic	AKAP6	0
chr14	32761927	32762421	chr14:32761927-32762421	intronic	AKAP6	0
chr14	32947798	32948033	chr14:32947798-32948033	intronic	NPAS3	0
chr14	32948545	32948898	chr14:32948545-32948898	intronic	NPAS3	0
chr14	33019165	33019907	chr14:33019165-33019907	intronic	NPAS3	0
chr14	33027135	33027389	chr14:33027135-33027389	intronic	NPAS3	0
chr14	33057714	33057924	chr14:33057714-33057924	intronic	NPAS3	0
chr14	33179856	33180085	chr14:33179856-33180085	intronic	NPAS3	0
chr14	33218691	33219330	chr14:33218691-33219330	intronic	NPAS3	0
chr14	33241344	33242029	chr14:33241344-33242029	intronic	NPAS3	0
chr14	33291653	33291770	chr14:33291653-33291770	intronic	NPAS3	0
chr14	33342254	33342604	chr14:33342254-33342604	intronic	NPAS3	0
chr14	33349939	33350254	chr14:33349939-33350254	intronic	NPAS3	0
chr14	33456000	33456218	chr14:33456000-33456218	intronic	NPAS3	0
chr14	33576363	33576566	chr14:33576363-33576566	intronic	NPAS3	0
chr14	33579444	33579609	chr14:33579444-33579609	intronic	NPAS3	0
chr14	33596352	33596604	chr14:33596352-33596604	intronic	NPAS3	0
chr14	33611763	33611970	chr14:33611763-33611970	intronic	NPAS3	0
chr14	33661114	33661912	chr14:33661114-33661912	intronic	NPAS3	0
chr14	33690889	33691208	chr14:33690889-33691208	intronic	NPAS3	0
chr14	33692286	33692602	chr14:33692286-33692602	intronic	NPAS3	0
chr14	33696757	33696813	chr14:33696757-33696813	intronic	NPAS3	0
chr14	33709970	33710243	chr14:33709970-33710243	intronic	NPAS3	0
chr14	33792601	33792837	chr14:33792601-33792837	intronic	NPAS3	0
chr14	34183549	34183776	chr14:34183549-34183776	intronic	EGLN3	0
chr14	36081045	36081184	chr14:36081045-36081184	intronic	LINC00609	0
chr14	36088300	36088746	chr14:36088300-36088746	intronic	LINC00609	0
chr14	36111936	36112047	chr14:36111936-36112047	intronic	LINC00609	0
chr14	36905626	36905882	chr14:36905626-36905882	intronic	SLC25A21	0
chr14	36914652	36914968	chr14:36914652-36914968	intronic	SLC25A21	0
chr14	37034531	37035236	chr14:37034531-37035236	intronic	SLC25A21	0
chr14	37070610	37070846	chr14:37070610-37070846	intronic	SLC25A21	0
chr14	37138823	37139464	chr14:37138823-37139464	intronic	SLC25A21	0
chr14	38023307	38023568	chr14:38023307-38023568	intronic	TTC6	0
chr14	38738128	38738391	chr14:38738128-38738391	intronic	LINC00639	0
chr14	39663921	39664511	chr14:39663921-39664511	intronic	RP11-111A21.1	0
chr14	39678826	39678852	chr14:39678826-39678852	intronic	RP11-111A21.1	0
chr14	39906062	39906376	chr14:39906062-39906376	intronic	RP11-111A21.1	0
chr14	40264374	40264562	chr14:40264374-40264562	intronic	RP11-111A21.1	0
chr14	40320523	40320759	chr14:40320523-40320759	intronic	RP11-111A21.1	0
chr14	44225856	44226161	chr14:44225856-44226161	intronic	LINC02307	0
chr14	44565693	44566189	chr14:44565693-44566189	intronic	RP11-163M18.1	0
chr14	45368040	45368310	chr14:45368040-45368310	promoter_proximal	RP11-454K7.3	905
chr14	45799589	45799803	chr14:45799589-45799803	intergenic_proximal	LINC02303	83638
chr14	46688964	46689047	chr14:46688964-46689047	intergenic_proximal	RPL10L	37184
chr14	46840210	46840535	chr14:46840210-46840535	exonic	MDGA2	0
chr14	47674137	47674677	chr14:47674137-47674677	promoter_proximal	MDGA2	0
chr14	48373956	48374362	chr14:48373956-48374362	intergenic_proximal	RP11-2G1.1	20453
chr14	48382055	48382264	chr14:48382055-48382264	intergenic_proximal	RP11-2G1.1	12551
chr14	48779025	48779133	chr14:48779025-48779133	intergenic_proximal	RP11-737F10.1	40227
chr14	48876992	48877014	chr14:48876992-48877014	intergenic_proximal	RP11-737F10.1	57400
chr14	48970476	48970741	chr14:48970476-48970741	intergenic_proximal	RP11-816J8.1	86972
chr14	49058841	49058861	chr14:49058841-49058861	intronic	RP11-816J8.1	0
chr14	49507209	49507235	chr14:49507209-49507235	intergenic_proximal	RNA5SP384	45398
chr14	49522040	49522218	chr14:49522040-49522218	intergenic_proximal	RNA5SP384	30415
chr14	53542006	53542282	chr14:53542006-53542282	intronic	AL163953.3	0
chr14	53881325	53881672	chr14:53881325-53881672	intronic	AL163953.3	0
chr14	54646842	54647032	chr14:54646842-54647032	intronic	SAMD4A	0
chr14	60532522	60532732	chr14:60532522-60532732	intronic	RP11-1042B17.3	0
chr14	60678107	60678336	chr14:60678107-60678336	intergenic_proximal	SIX1	19849
chr14	61223472	61223999	chr14:61223472-61223999	intronic	PRKCH	0
chr14	64238642	64239077	chr14:64238642-64239077	intronic	ESR2	0
chr14	65919871	65920463	chr14:65919871-65920463	intergenic_proximal	FTH1P13	18421
chr14	66107842	66108168	chr14:66107842-66108168	intergenic_proximal	LINC02290	3389
chr14	66330937	66331134	chr14:66330937-66331134	intronic	RP11-72M17.1	0
chr14	66464255	66464503	chr14:66464255-66464503	intronic	RP11-72M17.1	0
chr14	68156170	68156295	chr14:68156170-68156295	intronic	RAD51B	0
chr14	68622903	68623039	chr14:68622903-68623039	intronic	RAD51B	0
chr14	68705983	68706443	chr14:68705983-68706443	intronic	RAD51B	0
chr14	69635943	69636713	chr14:69635943-69636713	intronic	SUSD6	0
chr14	69852566	69852794	chr14:69852566-69852794	promoter_proximal	SMOC1	1337
chr14	72963664	72963901	chr14:72963664-72963901	promoter_proximal	RP11-109N23.1	0
chr14	73022096	73022250	chr14:73022096-73022250	intronic	ZFYVE1	0
chr14	74133877	74134067	chr14:74133877-74134067	intronic	LIN52	0
chr14	75822593	75823058	chr14:75822593-75823058	intronic	TTLL5	0
chr14	76320931	76321137	chr14:76320931-76321137	intronic	ESRRB	0
chr14	77717697	77717847	chr14:77717697-77717847	exonic	SLIRP	0
chr14	77899022	77899172	chr14:77899022-77899172	exonic	ADCK1	0
chr14	78575887	78576088	chr14:78575887-78576088	intronic	NRXN3	0
chr14	78644617	78644773	chr14:78644617-78644773	intronic	NRXN3	0
chr14	79293830	79294063	chr14:79293830-79294063	intronic	NRXN3	0
chr14	79452180	79452492	chr14:79452180-79452492	intronic	NRXN3	0
chr14	79493076	79493256	chr14:79493076-79493256	intronic	NRXN3	0
chr14	79575951	79576207	chr14:79575951-79576207	intronic	NRXN3	0
chr14	79798451	79798631	chr14:79798451-79798631	intronic	NRXN3	0
chr14	79814007	79814039	chr14:79814007-79814039	intronic	NRXN3	0
chr14	81605799	81606248	chr14:81605799-81606248	intronic	LINC01467	0
chr14	81662263	81662910	chr14:81662263-81662910	promoter_proximal	EEF1A1P2	0
chr14	81681397	81681713	chr14:81681397-81681713	intergenic_proximal	EEF1A1P2	18524
chr14	81691924	81692309	chr14:81691924-81692309	intergenic_proximal	EEF1A1P2	29051
chr14	81981120	81981494	chr14:81981120-81981494	intronic	RP11-666E17.1	0
chr14	82109359	82109484	chr14:82109359-82109484	intergenic_proximal	RP11-666E17.1	79011
chr14	82861459	82861723	chr14:82861459-82861723	intergenic_proximal	RP11-11K13.1	65239
chr14	83084534	83084727	chr14:83084534-83084727	intergenic_proximal	RNU7-51P	35895
chr14	83129126	83129359	chr14:83129126-83129359	intergenic_proximal	RNU7-51P	80487
chr14	83251060	83251142	chr14:83251060-83251142	intergenic_proximal	RNU7-51P	202421
chr14	83253158	83253263	chr14:83253158-83253263	intergenic_proximal	RNU7-51P	204519
chr14	84657876	84658326	chr14:84657876-84658326	intergenic_proximal	RNU6-976P	81616
chr14	87894445	87894717	chr14:87894445-87894717	intronic	GALC	0
chr14	89495070	89495266	chr14:89495070-89495266	intronic	FOXN3	0
chr14	89574556	89574746	chr14:89574556-89574746	promoter_proximal	FOXN3	0
chr14	89749849	89750318	chr14:89749849-89750318	intronic	RP11-33N16.3	0
chr14	92297894	92298170	chr14:92297894-92298170	intergenic_proximal	RP11-639F2.1	247
chr14	92323009	92323024	chr14:92323009-92323024	promoter_proximal	SLC24A4	0
chr14	95194302	95194369	chr14:95194302-95194369	exonic	CLMN	0
chr14	97087348	97087459	chr14:97087348-97087459	intergenic_proximal	RP11-907D1.1	22957
chr14	97114126	97114281	chr14:97114126-97114281	intronic	RP11-907D1.1	0
chr14	97325345	97325467	chr14:97325345-97325467	intergenic_proximal	LINC02325	101604
chr14	97633203	97633393	chr14:97633203-97633393	intronic	LINC02291	0
chr14	98009435	98009730	chr14:98009435-98009730	intergenic_proximal	LINC01550	31312
chr14	98108751	98109242	chr14:98108751-98109242	intronic	RP11-61O1.1	0
chr14	98605294	98605551	chr14:98605294-98605551	intergenic_proximal	RP11-1082A3.1	90497
chr14	98618223	98618595	chr14:98618223-98618595	intergenic_proximal	C14orf177	93018
chr14	99035963	99036323	chr14:99035963-99036323	intergenic_proximal	CTD-3104H21.1	32419
chr14	99226532	99226699	chr14:99226532-99226699	intronic	BCL11B	0
chr14	102727965	102728081	chr14:102727965-102728081	exonic	RCOR1	0
chr14	103241468	103241810	chr14:103241468-103241810	promoter_proximal	RPL21P13	0
chr14	104093506	104093605	chr14:104093506-104093605	exonic	ASPG	0
chr14	104266454	104266637	chr14:104266454-104266637	intronic	LINC02691	0
chr14	104478237	104478340	chr14:104478237-104478340	intronic	TMEM179	0
chr14	104552705	104552747	chr14:104552705-104552747	intronic	TMEM179	0
chr15	20516251	20516457	chr15:20516251-20516457	promoter_proximal	RP11-467L19.8	0
chr15	22282762	22282880	chr15:22282762-22282880	intronic	RP11-603B24.1	0
chr15	30565625	30565850	chr15:30565625-30565850	intergenic_proximal	DNM1P50	1972
chr15	30834357	30834495	chr15:30834357-30834495	intronic	HERC2P10	0
chr15	30834923	30835090	chr15:30834923-30835090	intronic	HERC2P10	0
chr15	32570322	32570472	chr15:32570322-32570472	intronic	LINC02256	0
chr15	32941894	32942090	chr15:32941894-32942090	intronic	FMN1	0
chr15	33014659	33014869	chr15:33014659-33014869	intronic	FMN1	0
chr15	33738059	33738534	chr15:33738059-33738534	exonic	RYR3	0
chr15	35211938	35212218	chr15:35211938-35212218	intronic	ANP32AP1	0
chr15	35373901	35374284	chr15:35373901-35374284	promoter_proximal	DPH6	0
chr15	35521692	35522449	chr15:35521692-35522449	exonic	DPH6	0
chr15	35733678	35733897	chr15:35733678-35733897	intronic	DPH6-DT	0
chr15	35757230	35757760	chr15:35757230-35757760	intronic	DPH6-DT	0
chr15	35970976	35971429	chr15:35970976-35971429	intronic	LINC02853	0
chr15	36099271	36099657	chr15:36099271-36099657	intronic	RP11-184D12.1	0
chr15	36122088	36122499	chr15:36122088-36122499	intronic	RP11-184D12.1	0
chr15	36295019	36295169	chr15:36295019-36295169	intergenic_proximal	RP11-184D12.1	42763
chr15	36302271	36302616	chr15:36302271-36302616	intergenic_proximal	RP11-475A13.2	39123
chr15	36430382	36430555	chr15:36430382-36430555	intergenic_proximal	RP11-475A13.1	8417
chr15	36434608	36434778	chr15:36434608-36434778	intergenic_proximal	RP11-475A13.1	4194
chr15	36446332	36446493	chr15:36446332-36446493	intronic	RP11-475A13.1	0
chr15	36596821	36597311	chr15:36596821-36597311	intronic	CDIN1	0
chr15	36621120	36621680	chr15:36621120-36621680	intronic	CDIN1	0
chr15	36672707	36673697	chr15:36672707-36673697	intronic	CDIN1	0
chr15	36675411	36675812	chr15:36675411-36675812	intronic	CDIN1	0
chr15	36884820	36884965	chr15:36884820-36884965	intronic	RP11-122D10.1	0
chr15	36898528	36899009	chr15:36898528-36899009	exonic	MEIS2	0
chr15	36908221	36908387	chr15:36908221-36908387	intronic	MEIS2	0
chr15	36949899	36950049	chr15:36949899-36950049	intronic	MEIS2	0
chr15	37045663	37046182	chr15:37045663-37046182	intronic	MEIS2	0
chr15	37220225	37220293	chr15:37220225-37220293	intergenic_proximal	Metazoa_SRP	3328
chr15	37451502	37451516	chr15:37451502-37451516	intronic	RP11-720L8.1	0
chr15	37738803	37738822	chr15:37738803-37738822	intergenic_proximal	TMCO5A	183117
chr15	37771507	37771890	chr15:37771507-37771890	intergenic_proximal	TMCO5A	150049
chr15	37813414	37813887	chr15:37813414-37813887	intergenic_proximal	TMCO5A	108052
chr15	37878359	37878749	chr15:37878359-37878749	intergenic_proximal	TMCO5A	43190
chr15	42101408	42101536	chr15:42101408-42101536	intergenic_proximal	PLA2G4D	6847
chr15	46100063	46100227	chr15:46100063-46100227	promoter_proximal	RP11-315O8.1	0
chr15	48856550	48856715	chr15:48856550-48856715	intronic	SHC4	0
chr15	52832883	52832899	chr15:52832883-52832899	intergenic_proximal	RP11-209K10.2	26912
chr15	55860400	55860414	chr15:55860400-55860414	exonic	NEDD4	0
chr15	57259309	57259534	chr15:57259309-57259534	intronic	TCF12	0
chr15	57751653	57751815	chr15:57751653-57751815	intronic	POLR2M	0
chr15	58483638	58483739	chr15:58483638-58483739	intronic	ALDH1A2	0
chr15	59741122	59741301	chr15:59741122-59741301	intergenic_proximal	RPS3AP6	27051
chr15	59945817	59946084	chr15:59945817-59946084	intergenic_proximal	NMNAT1P5	18858
chr15	60041780	60041934	chr15:60041780-60041934	exonic	FOXB1	0
chr15	60154478	60154696	chr15:60154478-60154696	intergenic_proximal	RP11-82L7.4	36159
chr15	60344320	60344637	chr15:60344320-60344637	intergenic_proximal	ANXA2	2497
chr15	60375362	60375650	chr15:60375362-60375650	intronic	ANXA2	0
chr15	61299141	61299391	chr15:61299141-61299391	intronic	RP11-507B12.2	0
chr15	61524562	61524861	chr15:61524562-61524861	intronic	RP11-507B12.2	0
chr15	61643793	61644088	chr15:61643793-61644088	intronic	RP11-507B12.1	0
chr15	61687460	61687797	chr15:61687460-61687797	intronic	RP11-507B12.1	0
chr15	61700637	61700854	chr15:61700637-61700854	intronic	RP11-507B12.1	0
chr15	61755053	61755270	chr15:61755053-61755270	intergenic_proximal	LINC02349	23665
chr15	66029952	66030145	chr15:66029952-66030145	intronic	MEGF11	0
chr15	66105578	66105856	chr15:66105578-66105856	intronic	MEGF11	0
chr15	66237793	66238015	chr15:66237793-66238015	intronic	MEGF11	0
chr15	67385789	67386083	chr15:67385789-67386083	intronic	IQCH	0
chr15	67394862	67395152	chr15:67394862-67395152	intronic	IQCH	0
chr15	67677955	67678184	chr15:67677955-67678184	intronic	MAP2K5	0
chr15	69143789	69144004	chr15:69143789-69144004	intergenic_proximal	GLCE	16580
chr15	69818747	69818974	chr15:69818747-69818974	intronic	DRAIC	0
chr15	69848392	69848503	chr15:69848392-69848503	intergenic_proximal	DRAIC	5273
chr15	70013741	70014051	chr15:70013741-70014051	intergenic_proximal	TLE3	33739
chr15	70254371	70254675	chr15:70254371-70254675	intergenic_proximal	AC011648.1	55863
chr15	71596927	71597188	chr15:71596927-71597188	intronic	THSD4	0
chr15	72221160	72221323	chr15:72221160-72221323	exonic	PKM	0
chr15	72811435	72811829	chr15:72811435-72811829	intergenic_proximal	ADPGK-AS1	13237
chr15	72998198	72998381	chr15:72998198-72998381	intergenic_proximal	NEO1	53329
chr15	75453904	75454429	chr15:75453904-75454429	promoter_proximal	SIN3A	0
chr15	76472096	76472477	chr15:76472096-76472477	promoter_proximal	SCAPER	0
chr15	77556678	77557448	chr15:77556678-77557448	intergenic_proximal	RP11-307C19.2	11522
chr15	77708049	77708190	chr15:77708049-77708190	intronic	LINGO1	0
chr15	78671711	78672041	chr15:78671711-78672041	intronic	CHRNB4	0
chr15	81530159	81530629	chr15:81530159-81530629	intronic	CTD-2034I4.1	0
chr15	86021495	86021596	chr15:86021495-86021596	intergenic_proximal	LINC01584	57213
chr15	86382461	86382619	chr15:86382461-86382619	intronic	AGBL1	0
chr15	86482095	86482388	chr15:86482095-86482388	intronic	AGBL1	0
chr15	86488080	86488276	chr15:86488080-86488276	intronic	AGBL1	0
chr15	87500838	87501232	chr15:87500838-87501232	intronic	RP11-648K4.2	0
chr15	87854914	87855086	chr15:87854914-87855086	intergenic_proximal	NTRK3	4665
chr15	88434852	88435044	chr15:88434852-88435044	intergenic_proximal	MRPL46	24433
chr15	88989100	88989152	chr15:88989100-88989152	promoter_proximal	RP11-320A16.1	367
chr15	90401088	90401112	chr15:90401088-90401112	intronic	IQGAP1	0
chr15	90466228	90466563	chr15:90466228-90466563	exonic	IQGAP1	0
chr15	91321885	91321921	chr15:91321885-91321921	intergenic_proximal	RP11-354M13.1	15565
chr15	91759283	91759451	chr15:91759283-91759451	intergenic_proximal	THRAP3P2	15329
chr15	92178093	92178405	chr15:92178093-92178405	intronic	RP11-152L20.3	0
chr15	93890071	93890221	chr15:93890071-93890221	intronic	LINC01579	0
chr15	94445591	94445821	chr15:94445591-94445821	intronic	MCTP2	0
chr15	94628251	94628436	chr15:94628251-94628436	intergenic_proximal	RP11-57P19.1	27431
chr15	94905241	94905374	chr15:94905241-94905374	intronic	RP11-255M2.3	0
chr15	95550476	95550721	chr15:95550476-95550721	intergenic_proximal	LINC00924	42612
chr15	95740601	95740849	chr15:95740601-95740849	intronic	RP11-61O11.1	0
chr15	95845871	95846561	chr15:95845871-95846561	intergenic_proximal	RP11-61O11.1	19373
chr15	96047677	96047781	chr15:96047677-96047781	intronic	RP11-759A24.3	0
chr15	96185161	96185331	chr15:96185161-96185331	intronic	RP11-759A24.3	0
chr15	96262758	96262957	chr15:96262758-96262957	intronic	RP11-759A24.3	0
chr15	96378666	96378910	chr15:96378666-96378910	intronic	RP11-522B15.3	0
chr15	96409230	96409870	chr15:96409230-96409870	intergenic_proximal	RP11-522B15.3	3996
chr15	96549152	96549591	chr15:96549152-96549591	promoter_proximal	CTD-2027G2.1	1790
chr15	96648909	96649045	chr15:96648909-96649045	intergenic_proximal	CTD-2027G2.1	97393
chr15	97602710	97603259	chr15:97602710-97603259	intronic	LINC00923	0
chr15	97652889	97653016	chr15:97652889-97653016	intronic	LINC00923	0
chr15	97712638	97712830	chr15:97712638-97712830	intronic	LINC00923	0
chr15	97915938	97916069	chr15:97915938-97916069	intergenic_proximal	RP11-753A21.3	29139
chr15	99971396	99971648	chr15:99971396-99971648	promoter_proximal	CTD-3076O17.1	0
chr15	101470695	101471150	chr15:101470695-101471150	intronic	PCSK6	0
chr16	4159650	4159750	chr16:4159650-4159750	intergenic_proximal	RP11-95P2.3	20367
chr16	4613128	4613180	chr16:4613128-4613180	promoter_proximal	UBALD1	0
chr16	4716358	4716983	chr16:4716358-4716983	intronic	ANKS3	0
chr16	5458078	5458166	chr16:5458078-5458166	intronic	RBFOX1	0
chr16	5511883	5512061	chr16:5511883-5512061	intronic	RBFOX1	0
chr16	6048588	6048705	chr16:6048588-6048705	intronic	RBFOX1	0
chr16	6446983	6447230	chr16:6446983-6447230	intronic	RBFOX1	0
chr16	6709530	6709714	chr16:6709530-6709714	intronic	RBFOX1	0
chr16	6870694	6870907	chr16:6870694-6870907	intronic	RBFOX1	0
chr16	6873379	6873542	chr16:6873379-6873542	promoter_proximal	RBFOX1	0
chr16	7111101	7111342	chr16:7111101-7111342	intronic	RBFOX1	0
chr16	7124841	7124959	chr16:7124841-7124959	promoter_proximal	RBFOX1	0
chr16	7227411	7227521	chr16:7227411-7227521	intronic	RBFOX1	0
chr16	7234770	7235054	chr16:7234770-7235054	intronic	RBFOX1	0
chr16	7309837	7309978	chr16:7309837-7309978	intronic	RBFOX1	0
chr16	7395670	7395836	chr16:7395670-7395836	intronic	RBFOX1	0
chr16	7422517	7422582	chr16:7422517-7422582	intronic	RBFOX1	0
chr16	7792497	7792605	chr16:7792497-7792605	intergenic_proximal	ENSG10010134592.1	65547
chr16	7980035	7980427	chr16:7980035-7980427	intronic	CTD-2535I10.1	0
chr16	8291426	8291451	chr16:8291426-8291451	intronic	RP11-279O17.2	0
chr16	8358001	8358023	chr16:8358001-8358023	intergenic_proximal	RP11-279O17.3	142
chr16	8433313	8433595	chr16:8433313-8433595	intergenic_proximal	RP11-568A19.1	57038
chr16	9422783	9422856	chr16:9422783-9422856	intronic	RP11-418I22.2	0
chr16	13483333	13483349	chr16:13483333-13483349	intronic	U91319.1	0
chr16	16444147	16444454	chr16:16444147-16444454	intergenic_proximal	RP11-467M13.2	45554
chr16	17718623	17718773	chr16:17718623-17718773	intergenic_proximal	CTD-3229J4.1	106479
chr16	17759471	17759689	chr16:17759471-17759689	intergenic_proximal	CTD-3229J4.1	65563
chr16	17850721	17851018	chr16:17850721-17851018	intergenic_proximal	CTD-3229J4.1	23816
chr16	17931509	17931674	chr16:17931509-17931674	promoter_proximal	RPL7P47	1046
chr16	19610590	19610715	chr16:19610590-19610715	intronic	VPS35L	0
chr16	20236591	20236988	chr16:20236591-20236988	intergenic_proximal	SNRPEP3	1984
chr16	24433653	24433831	chr16:24433653-24433831	intergenic_proximal	RNU7-24P	33537
chr16	25519180	25519336	chr16:25519180-25519336	intergenic_proximal	CYCSP39	64534
